timestamp,open,close,xbtusd_daily_change,ETHZ18_daily_btc,ETHZ18_daily_usd,ETHZ18_cumulative_btc
2018-09-23 00:00:00+00:00,6746.5,6709.0,-0.56,-2.25,-2.81,-2.25
2018-09-24 00:00:00+00:00,6709.0,6703.0,-0.09,1.43,1.34,-0.82
2018-09-25 00:00:00+00:00,6703.0,6578.5,-1.86,-4.9,-6.76,-5.72
2018-09-26 00:00:00+00:00,6578.5,6429.0,-2.27,-2.79,-5.06,-8.51
2018-09-29 00:00:00+00:00,6685.5,6620.0,-0.98,-2.0,-2.98,-10.51
2018-09-30 00:00:00+00:00,6620.0,6581.5,-0.58,4.84,4.26,-5.67
2018-10-02 00:00:00+00:00,6598.5,6571.0,-0.42,-0.93,-1.35,-6.6
2018-10-03 00:00:00+00:00,6571.0,6502.5,-1.04,-1.16,-2.2,-7.76
2018-10-04 00:00:00+00:00,6502.5,6465.0,-0.58,-2.03,-2.61,-9.79
2018-10-07 00:00:00+00:00,6582.0,6552.0,-0.46,-0.55,-1.01,-10.34
2018-10-10 00:00:00+00:00,6607.5,6591.0,-0.25,-0.23,-0.48,-10.57
2018-10-11 00:00:00+00:00,6591.0,6530.0,-0.93,-0.26,-1.19,-10.83
2018-10-12 00:00:00+00:00,6530.0,6154.5,-5.75,-12.11,-17.86,-22.94
2018-10-15 00:00:00+00:00,6193.5,6181.5,-0.19,-2.27,-2.46,-25.21
2018-10-18 00:00:00+00:00,6456.0,6438.5,-0.27,-0.53,-0.8,-25.74
2018-10-19 00:00:00+00:00,6438.5,6394.5,-0.68,-1.64,-2.32,-27.38
2018-10-20 00:00:00+00:00,6394.5,6384.0,-0.16,0.77,0.61,-26.61
2018-10-23 00:00:00+00:00,6413.0,6412.5,-0.01,-0.28,-0.29,-26.89
2018-10-24 00:00:00+00:00,6412.5,6395.0,-0.27,0.03,-0.24,-26.86
2018-10-26 00:00:00+00:00,6412.5,6393.5,-0.3,0.0,-0.3,-26.86
2018-10-30 00:00:00+00:00,6408.0,6266.5,-2.21,-1.8,-4.01,-28.66
2018-11-04 00:00:00+00:00,6346.0,6332.5,-0.21,-0.13,-0.34,-28.79
2018-11-06 00:00:00+00:00,6427.5,6404.0,-0.37,-0.61,-0.98,-29.4
2018-11-09 00:00:00+00:00,6510.5,6414.0,-1.48,-1.22,-2.7,-30.62
2018-11-10 00:00:00+00:00,6414.0,6338.5,-1.18,0.24,-0.94,-30.38
2018-11-13 00:00:00+00:00,6361.0,6337.5,-0.37,-0.09,-0.46,-30.47
2018-11-14 00:00:00+00:00,6337.5,6249.0,-1.4,-2.0,-3.4,-32.47
2018-11-15 00:00:00+00:00,6249.0,5586.0,-10.61,-4.3,-14.91,-36.77
2018-11-16 00:00:00+00:00,5586.0,5581.0,-0.09,1.34,1.25,-35.43
2018-11-17 00:00:00+00:00,5581.0,5511.0,-1.25,-1.83,-3.08,-37.26
2018-11-18 00:00:00+00:00,5511.0,5501.5,-0.17,0.0,-0.17,-37.26
2018-11-20 00:00:00+00:00,5556.0,4743.0,-14.63,-3.07,-17.7,-40.33
2018-11-21 00:00:00+00:00,4743.0,4348.5,-8.32,-4.38,-12.7,-44.71
2018-11-23 00:00:00+00:00,4537.0,4266.5,-5.96,-3.13,-9.09,-47.84
2018-11-25 00:00:00+00:00,4283.0,3768.5,-12.01,4.03,-7.98,-43.81
2018-11-27 00:00:00+00:00,3930.5,3724.5,-5.24,-1.57,-6.81,-45.38
2018-12-01 00:00:00+00:00,4242.0,3972.0,-6.36,2.65,-3.71,-42.73
2018-12-03 00:00:00+00:00,4136.5,4096.5,-0.97,-0.11,-1.08,-42.84
2018-12-04 00:00:00+00:00,4096.5,3829.5,-6.52,-0.18,-6.7,-43.02
2018-12-06 00:00:00+00:00,3902.0,3695.5,-5.29,-1.9,-7.19,-44.92
2018-12-07 00:00:00+00:00,3695.5,3430.5,-7.17,-4.79,-11.96,-49.71
2018-12-08 00:00:00+00:00,3430.5,3369.0,-1.79,4.5,2.71,-45.21
2018-12-11 00:00:00+00:00,3526.5,3406.0,-3.42,-0.61,-4.03,-45.82
2018-12-12 00:00:00+00:00,3406.0,3344.0,-1.82,-0.8,-2.62,-46.62
2018-12-14 00:00:00+00:00,3431.5,3257.5,-5.07,0.66,-4.41,-45.96
2018-12-15 00:00:00+00:00,3257.5,3193.0,-1.98,-0.11,-2.09,-46.07
2018-12-16 00:00:00+00:00,3193.0,3183.0,-0.31,-0.04,-0.35,-46.11
2018-12-22 00:00:00+00:00,4069.0,3841.0,-5.6,0.04,-5.56,-46.07
2018-12-24 00:00:00+00:00,3981.0,3944.0,-0.93,12.31,11.38,-33.76
2018-12-26 00:00:00+00:00,4033.5,3777.0,-6.36,-1.22,-7.58,-34.98
2018-12-28 00:00:00+00:00,3806.5,3588.0,-5.74,-7.12,-12.86,-42.1
