timestamp,open,close,xbtusd_daily_change,ETHH20_daily_btc,ETHH20_daily_usd,ETHH20_cumulative_btc
2019-12-15 00:00:00+00:00,7242.0,7060.5,-2.51,0.45,-2.06,0.45
2019-12-17 00:00:00+00:00,7107.5,6873.0,-3.3,-4.48,-7.78,-4.03
2019-12-18 00:00:00+00:00,6873.0,6611.5,-3.8,-4.11,-7.91,-8.14
2019-12-20 00:00:00+00:00,7288.0,7148.5,-1.91,-2.29,-4.2,-10.43
2019-12-22 00:00:00+00:00,7186.5,7140.0,-0.65,-0.39,-1.04,-10.82
2019-12-24 00:00:00+00:00,7509.5,7312.0,-2.63,-1.02,-3.65,-11.84
2019-12-25 00:00:00+00:00,7312.0,7249.0,-0.86,1.15,0.29,-10.69
2019-12-26 00:00:00+00:00,7249.0,7194.5,-0.75,-1.59,-2.34,-12.28
2019-12-27 00:00:00+00:00,7194.5,7190.0,-0.06,0.35,0.29,-11.93
2019-12-31 00:00:00+00:00,7381.5,7218.5,-2.21,-0.27,-2.48,-12.2
2020-01-01 00:00:00+00:00,7218.5,7163.0,-0.77,-1.05,-1.82,-13.25
2020-01-03 00:00:00+00:00,7179.0,6942.0,-3.3,0.72,-2.58,-12.53
2020-01-09 00:00:00+00:00,8155.5,8046.0,-1.34,-0.4,-1.74,-12.93
2020-01-10 00:00:00+00:00,8046.0,7810.5,-2.93,0.63,-2.3,-12.3
2020-01-12 00:00:00+00:00,8204.0,8023.5,-2.2,0.79,-1.41,-11.51
2020-01-14 00:00:00+00:00,8187.0,8104.5,-1.01,-1.01,-2.02,-12.52
2020-01-16 00:00:00+00:00,8835.5,8816.5,-0.22,0.27,0.05,-12.25
2020-01-17 00:00:00+00:00,8816.5,8719.0,-1.11,0.37,-0.74,-11.88
2020-01-20 00:00:00+00:00,8916.5,8700.5,-2.42,-2.04,-4.46,-13.92
2020-01-21 00:00:00+00:00,8700.5,8632.5,-0.78,0.99,0.21,-12.93
2020-01-23 00:00:00+00:00,8727.5,8664.5,-0.72,-0.26,-0.98,-13.19
2020-01-24 00:00:00+00:00,8664.5,8392.0,-3.15,-0.31,-3.46,-13.5
2020-01-26 00:00:00+00:00,8425.5,8326.0,-1.18,0.16,-1.02,-13.34
2020-01-30 00:00:00+00:00,9400.0,9294.5,-1.12,-0.37,-1.49,-13.71
2020-02-01 00:00:00+00:00,9510.0,9339.5,-1.79,-0.31,-2.1,-14.02
2020-02-03 00:00:00+00:00,9382.0,9325.0,-0.61,3.04,2.43,-10.98
2020-02-04 00:00:00+00:00,9325.0,9282.0,-0.46,1.18,0.72,-9.8
2020-02-05 00:00:00+00:00,9282.0,9166.0,-1.25,0.53,-0.72,-9.27
2020-02-11 00:00:00+00:00,10172.5,9862.5,-3.05,0.98,-2.07,-8.29
2020-02-14 00:00:00+00:00,10363.0,10241.0,-1.18,2.68,1.5,-5.61
2020-02-16 00:00:00+00:00,10369.5,9907.0,-4.46,-3.7,-8.16,-9.31
2020-02-18 00:00:00+00:00,9934.0,9715.0,-2.2,6.36,4.16,-2.95
2020-02-20 00:00:00+00:00,10195.5,9596.5,-5.88,-3.36,-9.24,-6.31
2020-02-23 00:00:00+00:00,9694.0,9675.5,-0.19,-1.2,-1.39,-7.51
2020-02-25 00:00:00+00:00,9966.0,9660.5,-3.07,-0.72,-3.79,-8.23
2020-02-26 00:00:00+00:00,9660.5,9317.0,-3.56,-3.73,-7.29,-11.96
2020-02-27 00:00:00+00:00,9317.0,8780.0,-5.76,-4.14,-9.9,-16.1
2020-02-29 00:00:00+00:00,8820.0,8717.5,-1.16,1.67,0.51,-14.43
2020-03-01 00:00:00+00:00,8717.5,8531.5,-2.13,-2.67,-4.8,-17.1
2020-03-04 00:00:00+00:00,8918.5,8757.0,-1.81,-2.22,-4.03,-19.32
2020-03-05 00:00:00+00:00,8757.0,8756.5,-0.01,0.2,0.19,-19.12
2020-03-08 00:00:00+00:00,9158.5,8900.0,-2.82,-0.7,-3.52,-19.82
2020-03-09 00:00:00+00:00,8900.0,8038.5,-9.68,-7.84,-17.52,-27.66
2020-03-10 00:00:00+00:00,8038.5,7928.0,-1.37,3.81,2.44,-23.85
2020-03-11 00:00:00+00:00,7928.0,7889.5,-0.49,-0.7,-1.19,-24.55
2020-03-13 00:00:00+00:00,7939.0,4346.0,-45.26,-10.01,-55.27,-34.56
2020-03-15 00:00:00+00:00,5571.5,5160.5,-7.38,-1.05,-8.43,-35.61
2020-03-17 00:00:00+00:00,5338.5,5036.5,-5.66,-4.73,-10.39,-40.34
2020-03-22 00:00:00+00:00,6204.0,6192.0,-0.19,0.89,0.7,-39.45
2020-03-23 00:00:00+00:00,6192.0,5820.5,-6.0,-2.14,-8.14,-41.59
2020-03-26 00:00:00+00:00,6765.0,6685.5,-1.18,-0.97,-2.15,-42.56
2020-03-28 00:00:00+00:00,6760.5,6363.5,-5.87,-0.53,-6.4,-43.09
