timestamp,open,close,xbtusd_daily_change,ETHM20_daily_btc,ETHM20_daily_usd,ETHM20_cumulative_btc
2020-03-15 00:00:00+00:00,5571.5,5160.5,-7.38,-0.08,-7.46,-0.08
2020-03-17 00:00:00+00:00,5338.5,5036.5,-5.66,-4.96,-10.62,-5.04
2020-03-22 00:00:00+00:00,6204.0,6192.0,-0.19,0.24,0.05,-4.8
2020-03-23 00:00:00+00:00,6192.0,5820.5,-6.0,-2.5,-8.5,-7.3
2020-03-26 00:00:00+00:00,6765.0,6685.5,-1.18,-1.27,-2.45,-8.57
2020-03-28 00:00:00+00:00,6760.5,6363.5,-5.87,0.54,-5.33,-8.03
2020-03-29 00:00:00+00:00,6363.5,6250.0,-1.78,1.41,-0.37,-6.62
2020-03-30 00:00:00+00:00,6250.0,5869.0,-6.1,1.25,-4.85,-5.37
2020-04-04 00:00:00+00:00,6795.5,6738.0,-0.85,1.4,0.55,-3.97
2020-04-06 00:00:00+00:00,6875.0,6775.5,-1.45,-0.14,-1.59,-4.11
2020-04-08 00:00:00+00:00,7338.0,7193.0,-1.98,-2.73,-4.71,-6.84
