timestamp,open,close,xbtusd_daily_change,LTCH20_daily_btc,LTCH20_daily_usd,LTCH20_cumulative_btc
2019-12-15 00:00:00+00:00,7242.0,7060.5,-2.51,-0.08,-2.59,-0.08
2019-12-17 00:00:00+00:00,7107.5,6873.0,-3.3,-5.38,-8.68,-5.46
2019-12-18 00:00:00+00:00,6873.0,6611.5,-3.8,-4.39,-8.19,-9.85
2019-12-20 00:00:00+00:00,7288.0,7148.5,-1.91,-0.99,-2.9,-10.84
2019-12-22 00:00:00+00:00,7186.5,7140.0,-0.65,-0.54,-1.19,-11.38
2019-12-24 00:00:00+00:00,7509.5,7312.0,-2.63,-0.81,-3.44,-12.19
2019-12-25 00:00:00+00:00,7312.0,7249.0,-0.86,0.45,-0.41,-11.74
2019-12-26 00:00:00+00:00,7249.0,7194.5,-0.75,0.09,-0.66,-11.65
2019-12-27 00:00:00+00:00,7194.5,7190.0,-0.06,-0.09,-0.15,-11.74
2019-12-31 00:00:00+00:00,7381.5,7218.5,-2.21,0.0,-2.21,-11.74
2020-01-01 00:00:00+00:00,7218.5,7163.0,-0.77,-1.89,-2.66,-13.63
2020-01-03 00:00:00+00:00,7179.0,6942.0,-3.3,-1.74,-5.04,-15.37
2020-01-09 00:00:00+00:00,8155.5,8046.0,-1.34,-1.06,-2.4,-16.43
2020-01-10 00:00:00+00:00,8046.0,7810.5,-2.93,1.7,-1.23,-14.73
2020-01-12 00:00:00+00:00,8204.0,8023.5,-2.2,2.85,0.65,-11.88
2020-01-14 00:00:00+00:00,8187.0,8104.5,-1.01,-2.8,-3.81,-14.68
2020-01-16 00:00:00+00:00,8835.5,8816.5,-0.22,-0.15,-0.37,-14.83
2020-01-17 00:00:00+00:00,8816.5,8719.0,-1.11,0.46,-0.65,-14.37
2020-01-20 00:00:00+00:00,8916.5,8700.5,-2.42,-0.75,-3.17,-15.12
2020-01-21 00:00:00+00:00,8700.5,8632.5,-0.78,0.23,-0.55,-14.89
2020-01-23 00:00:00+00:00,8727.5,8664.5,-0.72,1.82,1.1,-13.07
2020-01-24 00:00:00+00:00,8664.5,8392.0,-3.15,-3.72,-6.87,-16.79
2020-01-26 00:00:00+00:00,8425.5,8326.0,-1.18,-1.24,-2.42,-18.03
2020-01-30 00:00:00+00:00,9400.0,9294.5,-1.12,-0.85,-1.97,-18.88
2020-02-01 00:00:00+00:00,9510.0,9339.5,-1.79,1.75,-0.04,-17.13
2020-02-03 00:00:00+00:00,9382.0,9325.0,-0.61,-0.79,-1.4,-17.92
2020-02-04 00:00:00+00:00,9325.0,9282.0,-0.46,0.13,-0.33,-17.79
2020-02-05 00:00:00+00:00,9282.0,9166.0,-1.25,-1.4,-2.65,-19.19
2020-02-11 00:00:00+00:00,10172.5,9862.5,-3.05,-0.92,-3.97,-20.11
2020-02-14 00:00:00+00:00,10363.0,10241.0,-1.18,0.25,-0.93,-19.86
2020-02-16 00:00:00+00:00,10369.5,9907.0,-4.46,-4.35,-8.81,-24.21
2020-02-18 00:00:00+00:00,9934.0,9715.0,-2.2,0.6,-1.6,-23.61
2020-02-20 00:00:00+00:00,10195.5,9596.5,-5.88,-3.28,-9.16,-26.89
2020-02-23 00:00:00+00:00,9694.0,9675.5,-0.19,2.37,2.18,-24.52
2020-02-25 00:00:00+00:00,9966.0,9660.5,-3.07,-2.73,-5.8,-27.25
2020-02-26 00:00:00+00:00,9660.5,9317.0,-3.56,-2.43,-5.99,-29.68
2020-02-27 00:00:00+00:00,9317.0,8780.0,-5.76,-9.62,-15.38,-39.3
2020-02-29 00:00:00+00:00,8820.0,8717.5,-1.16,-0.93,-2.09,-40.23
2020-03-01 00:00:00+00:00,8717.5,8531.5,-2.13,-1.3,-3.43,-41.53
2020-03-04 00:00:00+00:00,8918.5,8757.0,-1.81,1.16,-0.65,-40.37
2020-03-05 00:00:00+00:00,8757.0,8756.5,-0.01,-1.5,-1.51,-41.87
2020-03-08 00:00:00+00:00,9158.5,8900.0,-2.82,-1.8,-4.62,-43.67
2020-03-09 00:00:00+00:00,8900.0,8038.5,-9.68,-7.03,-16.71,-50.7
2020-03-10 00:00:00+00:00,8038.5,7928.0,-1.37,0.47,-0.9,-50.23
2020-03-11 00:00:00+00:00,7928.0,7889.5,-0.49,0.0,-0.49,-50.23
2020-03-13 00:00:00+00:00,7939.0,4346.0,-45.26,1.39,-43.87,-48.84
2020-03-15 00:00:00+00:00,5571.5,5160.5,-7.38,-2.33,-9.71,-51.17
2020-03-17 00:00:00+00:00,5338.5,5036.5,-5.66,-2.84,-8.5,-54.01
2020-03-22 00:00:00+00:00,6204.0,6192.0,-0.19,1.81,1.62,-52.2
2020-03-23 00:00:00+00:00,6192.0,5820.5,-6.0,-2.27,-8.27,-54.47
2020-03-26 00:00:00+00:00,6765.0,6685.5,-1.18,-2.59,-3.77,-57.06
2020-03-28 00:00:00+00:00,6760.5,6363.5,-5.87,0.62,-5.25,-56.44
