timestamp,open,close,xbtusd_daily_change,XRPH19_daily_btc,XRPH19_daily_usd,XRPH19_cumulative_btc
2018-12-22 00:00:00+00:00,4069.0,3841.0,-5.6,0.52,-5.08,0.52
2018-12-24 00:00:00+00:00,3981.0,3944.0,-0.93,3.28,2.35,3.8
2018-12-26 00:00:00+00:00,4033.5,3777.0,-6.36,0.47,-5.89,4.27
2018-12-28 00:00:00+00:00,3806.5,3588.0,-5.74,-6.31,-12.05,-2.04
2018-12-30 00:00:00+00:00,3889.5,3712.0,-4.56,-0.16,-4.72,-2.2
2019-01-01 00:00:00+00:00,3830.5,3693.0,-3.59,-2.39,-5.98,-4.59
2019-01-04 00:00:00+00:00,3888.0,3784.0,-2.67,-1.84,-4.51,-6.43
2019-01-06 00:00:00+00:00,3817.0,3794.5,-0.59,-0.8,-1.39,-7.23
2019-01-08 00:00:00+00:00,4039.0,4005.0,-0.84,0.41,-0.43,-6.82
2019-01-09 00:00:00+00:00,4005.0,3995.5,-0.24,0.92,0.68,-5.9
2019-01-11 00:00:00+00:00,4001.0,3622.0,-9.47,-3.34,-12.81,-9.24
2019-01-13 00:00:00+00:00,3631.5,3613.0,-0.51,0.21,-0.3,-9.03
2019-01-14 00:00:00+00:00,3613.0,3513.0,-2.77,-1.04,-3.81,-10.07
2019-01-16 00:00:00+00:00,3663.0,3574.5,-2.42,-0.4,-2.82,-10.47
2019-01-19 00:00:00+00:00,3637.0,3606.0,-0.85,-1.13,-1.98,-11.6
2019-01-21 00:00:00+00:00,3681.5,3535.0,-3.98,0.27,-3.71,-11.33
2019-01-22 00:00:00+00:00,3535.0,3529.5,-0.16,0.58,0.42,-10.75
2019-01-24 00:00:00+00:00,3578.0,3551.0,-0.75,-0.71,-1.46,-11.46
2019-01-26 00:00:00+00:00,3568.0,3560.5,-0.21,-0.62,-0.83,-12.08
2019-01-27 00:00:00+00:00,3560.5,3554.5,-0.17,-0.63,-0.8,-12.71
2019-01-28 00:00:00+00:00,3554.5,3527.5,-0.76,-1.5,-2.26,-14.21
2019-01-29 00:00:00+00:00,3527.5,3428.0,-2.82,-2.03,-4.85,-16.24
2019-01-30 00:00:00+00:00,3428.0,3391.0,-1.08,-1.1,-2.18,-17.34
2019-02-01 00:00:00+00:00,3434.0,3413.5,-0.6,-2.25,-2.85,-19.59
2019-02-04 00:00:00+00:00,3464.0,3414.0,-1.44,-1.33,-2.77,-20.92
2019-02-05 00:00:00+00:00,3414.0,3406.5,-0.22,-1.15,-1.37,-22.07
2019-02-07 00:00:00+00:00,3428.5,3365.5,-1.84,-1.23,-3.07,-23.3
2019-02-08 00:00:00+00:00,3365.5,3357.0,-0.25,0.65,0.4,-22.65
2019-02-12 00:00:00+00:00,3648.0,3591.0,-1.56,-1.15,-2.71,-23.8
2019-02-13 00:00:00+00:00,3591.0,3587.5,-0.1,1.18,1.08,-22.62
2019-02-14 00:00:00+00:00,3587.5,3577.0,-0.29,-0.06,-0.35,-22.68
2019-02-15 00:00:00+00:00,3577.0,3560.0,-0.48,-0.4,-0.88,-23.08
2019-02-22 00:00:00+00:00,3938.5,3897.5,-1.04,-3.2,-4.24,-26.28
2019-02-25 00:00:00+00:00,4111.5,3733.5,-9.19,-2.68,-11.87,-28.96
2019-02-27 00:00:00+00:00,3818.0,3797.0,-0.55,-3.13,-3.68,-32.09
2019-03-01 00:00:00+00:00,3798.0,3788.0,-0.26,1.26,1.0,-30.83
2019-03-04 00:00:00+00:00,3808.0,3785.5,-0.59,-0.46,-1.05,-31.29
2019-03-05 00:00:00+00:00,3785.5,3698.5,-2.3,-0.5,-2.8,-31.79
2019-03-09 00:00:00+00:00,3854.0,3840.0,-0.36,-1.46,-1.82,-33.25
2019-03-11 00:00:00+00:00,3916.0,3897.5,-0.47,0.36,-0.11,-32.89
2019-03-12 00:00:00+00:00,3897.5,3845.0,-1.35,0.35,-1.0,-32.54
2019-03-14 00:00:00+00:00,3857.5,3849.5,-0.21,0.9,0.69,-31.64
2019-03-18 00:00:00+00:00,3986.0,3962.0,-0.6,-0.73,-1.33,-32.37
2019-03-22 00:00:00+00:00,4029.5,3969.0,-1.5,-1.14,-2.64,-33.51
2019-03-24 00:00:00+00:00,3981.0,3979.5,-0.04,-0.09,-0.13,-33.6
2019-03-25 00:00:00+00:00,3979.5,3966.5,-0.33,-1.03,-1.36,-34.63
2019-03-26 00:00:00+00:00,3966.5,3903.5,-1.59,-0.28,-1.87,-34.91
2019-03-29 00:00:00+00:00,4025.5,4009.0,-0.41,-1.03,-1.44,-35.94
