timestamp,open,close,xbtusd_daily_change,XRPZ19_daily_btc,XRPZ19_daily_usd,XRPZ19_cumulative_btc
2019-09-14 00:00:00+00:00,10433.5,10370.0,-0.61,67.14,66.53,67.14
2019-09-15 00:00:00+00:00,10370.0,10364.0,-0.06,3.91,3.85,71.05
2019-09-16 00:00:00+00:00,10364.0,10314.0,-0.48,-0.59,-1.07,70.46
2019-09-17 00:00:00+00:00,10314.0,10268.0,-0.45,0.51,0.06,70.97
2019-09-18 00:00:00+00:00,10268.0,10184.5,-0.81,10.19,9.38,81.16
2019-09-19 00:00:00+00:00,10184.5,10163.0,-0.21,9.53,9.32,90.69
2019-09-21 00:00:00+00:00,10282.5,10175.5,-1.04,-1.33,-2.37,89.36
2019-09-22 00:00:00+00:00,10175.5,9975.5,-1.97,0.1,-1.87,89.46
2019-09-24 00:00:00+00:00,10026.0,9686.0,-3.39,-0.8,-4.19,88.66
2019-09-25 00:00:00+00:00,9686.0,8533.5,-11.9,-1.9,-13.8,86.76
2019-09-26 00:00:00+00:00,8533.5,8430.0,-1.21,8.64,7.43,95.4
2019-09-27 00:00:00+00:00,8430.0,8054.0,-4.46,3.43,-1.03,98.83
2019-09-30 00:00:00+00:00,8207.0,8054.0,-1.86,1.59,-0.27,100.42
2019-10-04 00:00:00+00:00,8377.5,8240.5,-1.64,-0.66,-2.3,99.76
2019-10-05 00:00:00+00:00,8240.5,8154.5,-1.04,3.5,2.46,103.26
2019-10-06 00:00:00+00:00,8154.5,8146.5,-0.1,0.32,0.22,103.58
2019-10-07 00:00:00+00:00,8146.5,7861.0,-3.5,4.23,0.73,107.81
2019-10-09 00:00:00+00:00,8208.0,8180.0,-0.34,0.29,-0.05,108.1
2019-10-11 00:00:00+00:00,8587.5,8586.5,-0.01,-4.35,-4.36,103.75
2019-10-12 00:00:00+00:00,8586.5,8266.0,-3.73,2.53,-1.2,106.28
2019-10-14 00:00:00+00:00,8305.0,8278.0,-0.33,1.93,1.6,108.21
2019-10-16 00:00:00+00:00,8358.0,8156.0,-2.42,-1.14,-3.56,107.07
2019-10-17 00:00:00+00:00,8156.0,7995.5,-1.97,0.34,-1.63,107.41
2019-10-19 00:00:00+00:00,8070.5,7951.0,-1.48,-1.12,-2.6,106.29
2019-10-22 00:00:00+00:00,8233.0,8204.5,-0.35,-0.25,-0.6,106.04
2019-10-23 00:00:00+00:00,8204.5,8019.0,-2.26,1.31,-0.95,107.35
2019-10-24 00:00:00+00:00,8019.0,7468.0,-6.87,0.85,-6.02,108.2
2019-10-25 00:00:00+00:00,7468.0,7424.0,-0.59,2.38,1.79,110.58
2019-10-29 00:00:00+00:00,9556.0,9226.0,-3.45,1.62,-1.83,112.2
2019-10-31 00:00:00+00:00,9438.0,9165.0,-2.89,0.72,-2.17,112.92
2019-11-01 00:00:00+00:00,9165.0,9153.5,-0.13,0.0,-0.13,112.92
2019-11-04 00:00:00+00:00,9313.5,9205.5,-1.16,-0.91,-2.07,112.01
2019-11-06 00:00:00+00:00,9426.5,9317.0,-1.16,1.67,0.51,113.68
2019-11-08 00:00:00+00:00,9347.0,9213.0,-1.43,-6.11,-7.54,107.57
2019-11-09 00:00:00+00:00,9213.0,8765.0,-4.86,0.32,-4.54,107.89
2019-11-12 00:00:00+00:00,9038.5,8717.5,-3.55,1.72,-1.83,109.61
2019-11-14 00:00:00+00:00,8818.0,8764.0,-0.61,0.26,-0.35,109.87
2019-11-15 00:00:00+00:00,8764.0,8630.5,-1.52,0.16,-1.36,110.03
2019-11-16 00:00:00+00:00,8630.5,8456.0,-2.02,-0.84,-2.86,109.19
2019-11-19 00:00:00+00:00,8506.0,8173.5,-3.91,-1.07,-4.98,108.12
2019-11-20 00:00:00+00:00,8173.5,8123.0,-0.62,1.77,1.15,109.89
2019-11-21 00:00:00+00:00,8123.0,8080.0,-0.53,-1.16,-1.69,108.73
2019-11-22 00:00:00+00:00,8080.0,7614.0,-5.77,3.35,-2.42,112.08
2019-11-23 00:00:00+00:00,7614.0,7275.5,-4.45,-1.07,-5.52,111.01
2019-11-25 00:00:00+00:00,7322.5,6902.5,-5.74,-0.47,-6.21,110.54
2019-11-29 00:00:00+00:00,7525.0,7424.5,-1.34,0.91,-0.43,111.45
2019-12-01 00:00:00+00:00,7749.0,7549.5,-2.57,0.71,-1.86,112.16
2019-12-02 00:00:00+00:00,7549.5,7399.0,-1.99,1.68,-0.31,113.84
2019-12-03 00:00:00+00:00,7399.0,7300.5,-1.33,-1.59,-2.92,112.25
2019-12-04 00:00:00+00:00,7300.5,7294.5,-0.08,0.07,-0.01,112.32
2019-12-05 00:00:00+00:00,7294.5,7192.5,-1.4,-0.77,-2.17,111.55
2019-12-08 00:00:00+00:00,7538.5,7501.5,-0.49,1.01,0.52,112.56
2019-12-10 00:00:00+00:00,7512.5,7332.5,-2.4,-0.16,-2.56,112.4
2019-12-11 00:00:00+00:00,7332.5,7218.0,-1.56,1.26,-0.3,113.66
2019-12-12 00:00:00+00:00,7218.0,7196.5,-0.3,-0.62,-0.92,113.04
2019-12-13 00:00:00+00:00,7196.5,7187.0,-0.13,-0.92,-1.05,112.12
2019-12-15 00:00:00+00:00,7242.0,7060.5,-2.51,0.86,-1.65,112.98
2019-12-17 00:00:00+00:00,7107.5,6873.0,-3.3,-2.4,-5.7,110.58
2019-12-18 00:00:00+00:00,6873.0,6611.5,-3.8,-7.4,-11.2,103.18
2019-12-20 00:00:00+00:00,7288.0,7148.5,-1.91,-2.01,-3.92,101.17
2019-12-22 00:00:00+00:00,7186.5,7140.0,-0.65,-1.36,-2.01,99.81
2019-12-24 00:00:00+00:00,7509.5,7312.0,-2.63,-1.26,-3.89,98.55
2019-12-25 00:00:00+00:00,7312.0,7249.0,-0.86,1.55,0.69,100.1
2019-12-26 00:00:00+00:00,7249.0,7194.5,-0.75,-0.46,-1.21,99.64
2019-12-27 00:00:00+00:00,7194.5,7190.0,-0.06,0.15,0.09,99.79
