timestamp,open,close,xbtusd_daily_change,BCHH19_daily_btc,BCHH19_daily_usd,BCHH19_cumulative_btc
2018-12-22 00:00:00+00:00,4069.0,3841.0,-5.6,5.38,-0.22,5.38
2018-12-24 00:00:00+00:00,3981.0,3944.0,-0.93,1.25,0.32,6.63
2018-12-26 00:00:00+00:00,4033.5,3777.0,-6.36,0.92,-5.44,7.55
2018-12-28 00:00:00+00:00,3806.5,3588.0,-5.74,-11.31,-17.05,-3.76
2018-12-30 00:00:00+00:00,3889.5,3712.0,-4.56,-2.97,-7.53,-6.73
2019-01-01 00:00:00+00:00,3830.5,3693.0,-3.59,-5.94,-9.53,-12.67
2019-01-04 00:00:00+00:00,3888.0,3784.0,-2.67,-4.09,-6.76,-16.76
2019-01-06 00:00:00+00:00,3817.0,3794.5,-0.59,0.24,-0.35,-16.52
2019-01-08 00:00:00+00:00,4039.0,4005.0,-0.84,-2.89,-3.73,-19.41
2019-01-09 00:00:00+00:00,4005.0,3995.5,-0.24,0.25,0.01,-19.16
2019-01-11 00:00:00+00:00,4001.0,3622.0,-9.47,-10.0,-19.47,-29.16
2019-01-13 00:00:00+00:00,3631.5,3613.0,-0.51,3.15,2.64,-26.01
2019-01-14 00:00:00+00:00,3613.0,3513.0,-2.77,-3.89,-6.66,-29.9
2019-01-16 00:00:00+00:00,3663.0,3574.5,-2.42,-2.47,-4.89,-32.37
2019-01-19 00:00:00+00:00,3637.0,3606.0,-0.85,-1.67,-2.52,-34.04
2019-01-21 00:00:00+00:00,3681.5,3535.0,-3.98,-2.55,-6.53,-36.59
2019-01-22 00:00:00+00:00,3535.0,3529.5,-0.16,0.58,0.42,-36.01
2019-01-24 00:00:00+00:00,3578.0,3551.0,-0.75,2.79,2.04,-33.22
2019-01-26 00:00:00+00:00,3568.0,3560.5,-0.21,-1.39,-1.6,-34.61
2019-01-27 00:00:00+00:00,3560.5,3554.5,-0.17,-1.13,-1.3,-35.74
2019-01-28 00:00:00+00:00,3554.5,3527.5,-0.76,-2.85,-3.61,-38.59
2019-01-29 00:00:00+00:00,3527.5,3428.0,-2.82,-5.57,-8.39,-44.16
2019-01-30 00:00:00+00:00,3428.0,3391.0,-1.08,-0.62,-1.7,-44.78
2019-02-01 00:00:00+00:00,3434.0,3413.5,-0.6,-2.08,-2.68,-46.86
2019-02-04 00:00:00+00:00,3464.0,3414.0,-1.44,-1.45,-2.89,-48.31
2019-02-05 00:00:00+00:00,3414.0,3406.5,-0.22,0.29,0.07,-48.02
2019-02-07 00:00:00+00:00,3428.5,3365.5,-1.84,-0.88,-2.72,-48.9
2019-02-08 00:00:00+00:00,3365.5,3357.0,-0.25,0.6,0.35,-48.3
2019-02-12 00:00:00+00:00,3648.0,3591.0,-1.56,-2.87,-4.43,-51.17
2019-02-13 00:00:00+00:00,3591.0,3587.5,-0.1,0.88,0.78,-50.29
2019-02-14 00:00:00+00:00,3587.5,3577.0,-0.29,-0.29,-0.58,-50.58
2019-02-15 00:00:00+00:00,3577.0,3560.0,-0.48,-0.59,-1.07,-51.17
2019-02-22 00:00:00+00:00,3938.5,3897.5,-1.04,-3.72,-4.76,-54.89
2019-02-25 00:00:00+00:00,4111.5,3733.5,-9.19,-10.55,-19.74,-65.44
2019-02-27 00:00:00+00:00,3818.0,3797.0,-0.55,-0.57,-1.12,-66.01
2019-03-01 00:00:00+00:00,3798.0,3788.0,-0.26,-0.58,-0.84,-66.59
2019-03-04 00:00:00+00:00,3808.0,3785.5,-0.59,0.0,-0.59,-66.59
2019-03-05 00:00:00+00:00,3785.5,3698.5,-2.3,-2.91,-5.21,-69.5
2019-03-09 00:00:00+00:00,3854.0,3840.0,-0.36,-2.06,-2.42,-71.56
2019-03-11 00:00:00+00:00,3916.0,3897.5,-0.47,-0.88,-1.35,-72.44
2019-03-12 00:00:00+00:00,3897.5,3845.0,-1.35,-0.89,-2.24,-73.33
2019-03-14 00:00:00+00:00,3857.5,3849.5,-0.21,0.3,0.09,-73.03
2019-03-18 00:00:00+00:00,3986.0,3962.0,-0.6,-0.77,-1.37,-73.8
2019-03-22 00:00:00+00:00,4029.5,3969.0,-1.5,-2.54,-4.04,-76.34
2019-03-24 00:00:00+00:00,3981.0,3979.5,-0.04,6.12,6.08,-70.22
2019-03-25 00:00:00+00:00,3979.5,3966.5,-0.33,-0.72,-1.05,-70.94
2019-03-26 00:00:00+00:00,3966.5,3903.5,-1.59,-1.69,-3.28,-72.63
2019-03-29 00:00:00+00:00,4025.5,4009.0,-0.41,-0.95,-1.36,-73.58
