timestamp,open,close,xbtusd_daily_change,BCHZ18_daily_btc,BCHZ18_daily_usd,BCHZ18_cumulative_btc
2018-09-23 00:00:00+00:00,6746.5,6709.0,-0.56,-2.78,-3.34,-2.78
2018-09-24 00:00:00+00:00,6709.0,6703.0,-0.09,0.95,0.86,-1.83
2018-09-25 00:00:00+00:00,6703.0,6578.5,-1.86,-4.99,-6.85,-6.82
2018-09-26 00:00:00+00:00,6578.5,6429.0,-2.27,-0.99,-3.26,-7.81
2018-09-29 00:00:00+00:00,6685.5,6620.0,-0.98,-3.7,-4.68,-11.51
2018-09-30 00:00:00+00:00,6620.0,6581.5,-0.58,0.48,-0.1,-11.03
2018-10-02 00:00:00+00:00,6598.5,6571.0,-0.42,1.23,0.81,-9.8
2018-10-03 00:00:00+00:00,6571.0,6502.5,-1.04,0.12,-0.92,-9.68
2018-10-04 00:00:00+00:00,6502.5,6465.0,-0.58,-2.06,-2.64,-11.74
2018-10-07 00:00:00+00:00,6582.0,6552.0,-0.46,-1.38,-1.84,-13.12
2018-10-10 00:00:00+00:00,6607.5,6591.0,-0.25,-1.36,-1.61,-14.48
2018-10-11 00:00:00+00:00,6591.0,6530.0,-0.93,-0.38,-1.31,-14.86
2018-10-12 00:00:00+00:00,6530.0,6154.5,-5.75,-12.19,-17.94,-27.05
2018-10-15 00:00:00+00:00,6193.5,6181.5,-0.19,-2.35,-2.54,-29.4
2018-10-18 00:00:00+00:00,6456.0,6438.5,-0.27,-1.41,-1.68,-30.81
2018-10-19 00:00:00+00:00,6438.5,6394.5,-0.68,-1.58,-2.26,-32.39
2018-10-20 00:00:00+00:00,6394.5,6384.0,-0.16,1.17,1.01,-31.22
2018-10-23 00:00:00+00:00,6413.0,6412.5,-0.01,0.43,0.42,-30.79
2018-10-24 00:00:00+00:00,6412.5,6395.0,-0.27,-0.99,-1.26,-31.78
2018-10-26 00:00:00+00:00,6412.5,6393.5,-0.3,0.0,-0.3,-31.78
2018-10-30 00:00:00+00:00,6408.0,6266.5,-2.21,-3.89,-6.1,-35.67
2018-11-04 00:00:00+00:00,6346.0,6332.5,-0.21,2.73,2.52,-32.94
2018-11-06 00:00:00+00:00,6427.5,6404.0,-0.37,-0.35,-0.72,-33.29
2018-11-09 00:00:00+00:00,6510.5,6414.0,-1.48,-8.22,-9.7,-41.51
2018-11-10 00:00:00+00:00,6414.0,6338.5,-1.18,-7.79,-8.97,-49.3
2018-11-13 00:00:00+00:00,6361.0,6337.5,-0.37,-5.77,-6.14,-55.07
2018-11-14 00:00:00+00:00,6337.5,6249.0,-1.4,-26.01,-27.41,-81.08
2018-11-15 00:00:00+00:00,6249.0,5586.0,-10.61,-6.87,-17.48,-87.95
2018-11-16 00:00:00+00:00,5586.0,5581.0,-0.09,18.87,18.78,-69.08
2018-11-17 00:00:00+00:00,5581.0,5511.0,-1.25,-12.04,-13.29,-81.12
2018-11-18 00:00:00+00:00,5511.0,5501.5,-0.17,-3.73,-3.9,-84.85
2018-11-20 00:00:00+00:00,5556.0,4743.0,-14.63,-8.19,-22.82,-93.04
2018-11-21 00:00:00+00:00,4743.0,4348.5,-8.32,5.31,-3.01,-87.73
2018-11-23 00:00:00+00:00,4537.0,4266.5,-5.96,-5.88,-11.84,-93.61
2018-11-25 00:00:00+00:00,4283.0,3768.5,-12.01,-2.97,-14.98,-96.58
2018-11-27 00:00:00+00:00,3930.5,3724.5,-5.24,4.63,-0.61,-91.95
2018-12-01 00:00:00+00:00,4242.0,3972.0,-6.36,1.41,-4.95,-90.54
2018-12-03 00:00:00+00:00,4136.5,4096.5,-0.97,0.24,-0.73,-90.3
2018-12-04 00:00:00+00:00,4096.5,3829.5,-6.52,-1.2,-7.72,-91.5
2018-12-06 00:00:00+00:00,3902.0,3695.5,-5.29,-9.52,-14.81,-101.02
2018-12-07 00:00:00+00:00,3695.5,3430.5,-7.17,-13.45,-20.62,-114.47
2018-12-08 00:00:00+00:00,3430.5,3369.0,-1.79,2.7,0.91,-111.77
2018-12-11 00:00:00+00:00,3526.5,3406.0,-3.42,-1.0,-4.42,-112.77
2018-12-12 00:00:00+00:00,3406.0,3344.0,-1.82,-5.03,-6.85,-117.8
2018-12-14 00:00:00+00:00,3431.5,3257.5,-5.07,-6.41,-11.48,-124.21
2018-12-15 00:00:00+00:00,3257.5,3193.0,-1.98,-6.84,-8.82,-131.05
2018-12-16 00:00:00+00:00,3193.0,3183.0,-0.31,-3.67,-3.98,-134.72
2018-12-22 00:00:00+00:00,4069.0,3841.0,-5.6,6.35,0.75,-128.37
2018-12-24 00:00:00+00:00,3981.0,3944.0,-0.93,0.81,-0.12,-127.56
2018-12-26 00:00:00+00:00,4033.5,3777.0,-6.36,1.13,-5.23,-126.43
2018-12-28 00:00:00+00:00,3806.5,3588.0,-5.74,-10.07,-15.81,-136.5
