timestamp,open,close,xbtusd_daily_change,TRXH20_daily_btc,TRXH20_daily_usd,TRXH20_cumulative_btc
2019-12-15 00:00:00+00:00,7242.0,7060.5,-2.51,1.55,-0.96,1.55
2019-12-17 00:00:00+00:00,7107.5,6873.0,-3.3,0.0,-3.3,1.55
2019-12-18 00:00:00+00:00,6873.0,6611.5,-3.8,-5.1,-8.9,-3.55
2019-12-20 00:00:00+00:00,7288.0,7148.5,-1.91,-1.63,-3.54,-5.18
2019-12-22 00:00:00+00:00,7186.5,7140.0,-0.65,0.54,-0.11,-4.64
2019-12-24 00:00:00+00:00,7509.5,7312.0,-2.63,-6.06,-8.69,-10.7
2019-12-25 00:00:00+00:00,7312.0,7249.0,-0.86,-0.54,-1.4,-11.24
2019-12-26 00:00:00+00:00,7249.0,7194.5,-0.75,-1.08,-1.83,-12.32
2019-12-27 00:00:00+00:00,7194.5,7190.0,-0.06,1.09,1.03,-11.23
2019-12-31 00:00:00+00:00,7381.5,7218.5,-2.21,-1.61,-3.82,-12.84
2020-01-01 00:00:00+00:00,7218.5,7163.0,-0.77,0.0,-0.77,-12.84
2020-01-03 00:00:00+00:00,7179.0,6942.0,-3.3,1.09,-2.21,-11.75
2020-01-09 00:00:00+00:00,8155.5,8046.0,-1.34,-1.14,-2.48,-12.89
2020-01-10 00:00:00+00:00,8046.0,7810.5,-2.93,3.45,0.52,-9.44
2020-01-12 00:00:00+00:00,8204.0,8023.5,-2.2,1.11,-1.09,-8.33
2020-01-14 00:00:00+00:00,8187.0,8104.5,-1.01,-0.55,-1.56,-8.88
2020-01-16 00:00:00+00:00,8835.5,8816.5,-0.22,3.68,3.46,-5.2
2020-01-17 00:00:00+00:00,8816.5,8719.0,-1.11,1.52,0.41,-3.68
2020-01-20 00:00:00+00:00,8916.5,8700.5,-2.42,-3.5,-5.92,-7.18
2020-01-21 00:00:00+00:00,8700.5,8632.5,-0.78,1.04,0.26,-6.14
2020-01-23 00:00:00+00:00,8727.5,8664.5,-0.72,1.0,0.28,-5.14
2020-01-24 00:00:00+00:00,8664.5,8392.0,-3.15,-3.94,-7.09,-9.08
2020-01-26 00:00:00+00:00,8425.5,8326.0,-1.18,-1.02,-2.2,-10.1
2020-01-30 00:00:00+00:00,9400.0,9294.5,-1.12,0.5,-0.62,-9.6
2020-02-01 00:00:00+00:00,9510.0,9339.5,-1.79,-2.4,-4.19,-12.0
2020-02-03 00:00:00+00:00,9382.0,9325.0,-0.61,0.97,0.36,-11.03
2020-02-04 00:00:00+00:00,9325.0,9282.0,-0.46,1.44,0.98,-9.59
2020-02-05 00:00:00+00:00,9282.0,9166.0,-1.25,0.94,-0.31,-8.65
2020-02-11 00:00:00+00:00,10172.5,9862.5,-3.05,4.07,1.02,-4.58
2020-02-14 00:00:00+00:00,10363.0,10241.0,-1.18,0.86,-0.32,-3.72
2020-02-16 00:00:00+00:00,10369.5,9907.0,-4.46,-6.61,-11.07,-10.33
2020-02-18 00:00:00+00:00,9934.0,9715.0,-2.2,-0.44,-2.64,-10.77
2020-02-20 00:00:00+00:00,10195.5,9596.5,-5.88,-6.28,-12.16,-17.05
2020-02-23 00:00:00+00:00,9694.0,9675.5,-0.19,-0.48,-0.67,-17.53
2020-02-25 00:00:00+00:00,9966.0,9660.5,-3.07,-4.19,-7.26,-21.72
2020-02-26 00:00:00+00:00,9660.5,9317.0,-3.56,-0.97,-4.53,-22.69
2020-02-27 00:00:00+00:00,9317.0,8780.0,-5.76,-9.31,-15.07,-32.0
2020-02-29 00:00:00+00:00,8820.0,8717.5,-1.16,2.09,0.93,-29.91
2020-03-01 00:00:00+00:00,8717.5,8531.5,-2.13,-1.03,-3.16,-30.94
2020-03-04 00:00:00+00:00,8918.5,8757.0,-1.81,0.0,-1.81,-30.94
2020-03-05 00:00:00+00:00,8757.0,8756.5,-0.01,2.53,2.52,-28.41
2020-03-08 00:00:00+00:00,9158.5,8900.0,-2.82,-4.98,-7.8,-33.39
2020-03-09 00:00:00+00:00,8900.0,8038.5,-9.68,-4.19,-13.87,-37.58
2020-03-10 00:00:00+00:00,8038.5,7928.0,-1.37,3.28,1.91,-34.3
2020-03-11 00:00:00+00:00,7928.0,7889.5,-0.49,1.06,0.57,-33.24
2020-03-13 00:00:00+00:00,7939.0,4346.0,-45.26,-5.85,-51.11,-39.09
2020-03-15 00:00:00+00:00,5571.5,5160.5,-7.38,1.09,-6.29,-38.0
2020-03-17 00:00:00+00:00,5338.5,5036.5,-5.66,0.0,-5.66,-38.0
2020-03-22 00:00:00+00:00,6204.0,6192.0,-0.19,0.56,0.37,-37.44
2020-03-23 00:00:00+00:00,6192.0,5820.5,-6.0,-2.76,-8.76,-40.2
2020-03-26 00:00:00+00:00,6765.0,6685.5,-1.18,-0.58,-1.76,-40.78
2020-03-28 00:00:00+00:00,6760.5,6363.5,-5.87,-0.56,-6.43,-41.34
